video_ID,Pol1,Pol2,Pol3,Pol4,Pol5,Pol6,Pol7,Pol8,Pol9,Pol10,Pol11,Pol12,Pol13,Pol14,Pol15,Pol16,Pol17,Pol18,Pol19,Pol20,Pol21,Pol22,Pol23,Pol24,Pol25,Pol26,Pol27,Pol28,Pol29,Pol30,Pol31,Pol32,Pol33,Pol34,Pol35,Pol36,Pol37,Pol38,Pol39,Pol40,Pol41,Pol42,Pol43,Pol44,Pol45,Pol46,Pol47,Pol48,Pol49,Pol50,Pol51,Pol52,Pol53,Pol54,Pol55,Pol56,Pol57,Pol58,Pol59,Pol60,Pol61,Pol62,Pol63,Pol64,Pol65,Pol66,Pol67,Pol68,Pol69,Pol70,Pol71,Pol72,Pol73,Pol74,Pol75,Pol76,Pol77,Pol78,Pol79,Pol80,Pol81,Pol82,Pol83,Pol84,Pol85,Pol86,Pol87,Pol88,Pol89,Pol90,Pol91,Pol92,Pol93,Pol94,Pol95,Pol96,Pol97,Pol98,Pol99,Pol100
Tklm0NokMV8,-0.08125,0.235844156,0.15,0.385416667,0.085,0.356666667,0.209259259,0.4,0.266666667,0,0.267857143,0.2625,0.2640625,0.481818182,0.9,0.55,0.078409091,0,0,-0.070512821,0.25,0.546666667,0.25,0.057142857,0.066666667,-0.225,0.116666667,0.2,0.4,0.083333333,-0.022916667,0.5,0.191071429,0,0.112797619,0,-0.3375,-0.8,0.416666667,-0.034895833,0,0.8,0.066666667,0.5,0.107045455,0.35,-0.075,0.5,0.117532468,0.216666667,-0.066666667,0.183333333,-0.041666667,0.335714286,0.2,0.152007084,0.287272727,-0.081944444,0.111111111,0.25,0.35,0,-0.00625,0.025,0.211904762,0.245,0.144444444,0.157738095,0.5,0.170833333,0.4,0.042045455,0.181979167,0.214285714,-0.233333333,0.407482993,0.307102273,0.016666667,0.7,0.192724868,0.5,0,-0.077380952,0,-0.175,0.214285714,0.8,-0.7,0.5,0.6,0.094040404,0.275,0.209090909,0.6,0.425,0.246428571,0,0.533333333,0.140625,0
qlouIMrrksY,0,0.25,0.25,0.192857143,0.16,0,0.483333333,0.228153989,0.45,0.036666667,0.136904762,-0.8,0,0.38,0.6,0.08,0.1,-0.6,0.278787879,0,0.575,0,0.05,0,0.183549784,0,0,0.23,0,0.175595238,0.001485776,0.136666667,0.163333333,-0.135,0.171428571,-0.1,0.292857143,0,0.15,0,0.163333333,0.071428571,-0.033333333,-0.006087662,0.275,0.75,0,-0.133333333,0.13125,0.106,-0.166666667,0.5,0.8,0.12987013,0.136666667,1,-0.177777778,0.445833333,0,0.016666667,0,0.5,0.025,0.5875,0.28,0,0,0.314285714,0.35,0,0.6,-0.016666667,0.2,0,0,0.3,-0.125,0.5,0,0,-0.075,-0.066666667,0.2,0,0.04,0,0.2,0,0.8,0.5,0,0,0,0,0.2,0.166666667,-0.076923077,0.119387755,0.187142857,0.025
ewGG5nEfnv8,0.116666667,0.314285714,0.3625,-0.0625,0.112962963,0.375,0,0,0.35,0.2,0.089177489,-0.05625,0.8,-0.05,0.8,0.183333333,0.433333333,0.2,0.4,0.7,0.4,1,0,0.2,0.138095238,-0.0125,0,0,-0.1,0.266666667,0,-0.025,0,0,0,0.233333333,0.333333333,0.15,0.165,0,-0.5,0.25,0.8,0,0,0.15,0.297222222,0.2,0.156666667,0,-0.25,0.3,0.75,0,0,0.25,-0.241666667,0,0.233333333,0.15,0,0,0.15,0,0,0.5,0,0,0.366666667,0.8,0.0375,0.418181818,0.245454545,0,0.337142857,0.6,-0.083333333,0,0,0.8,0.166666667,0.8,0,0,0,0,0.35,0.4,0,0.166666667,0,0,0.214285714,0.457142857,0.240816327,0.6,0,0,0.075,
5VuTr-c92Ow,0.0875,0.1625,-0.023988095,-0.0325,-0.141666667,0.05,0.337878788,0.525,0.35,-0.05,0,0.020663265,-0.3125,0.08,-0.097222222,-0.023809524,0.217727273,0,0.280519481,1,0.7,0.1,0.2,0,0,0.228787879,0.2,0,0,0.2,0,0.0625,0.15,0.266666667,0.124,0,0,0,0.175,-0.089393939,0.45,0,0.328571429,0.6,0.069444444,0.436111111,0,0,0.1,0.3,-0.0625,0.625,0,0.1,0,0.142857143,0,0,0.226041667,0,0.25,0,0,0.416666667,-0.5,0,-0.05,0,0.136363636,0.8,0.7,0.25,0,0,0,0,0,0,0,0,0.136363636,0.234090909,0.209090909,0.318181818,0,0,-0.325,-0.1125,0.381818182,-0.05,0.107142857,0,0.095238095,-0.041666667,-0.166666667,0,0.149621212,0.026515152,0.357142857,0.166666667
IMNhIJJ6j2g,0.013888889,0.273919753,0.253333333,0.2,0.7,0.1,0.242222222,0.485714286,0.1,0.2,0.083882784,0.2,0.121428571,0.266666667,0.255555556,0.288888889,0.3,-0.019356061,0.17,0.46,-0.009722222,0.2,0.26,0.35,0.189583333,0.35,0.200925926,0.263095238,0.375,0.106060606,0.6,0.254166667,0.211111111,-0.123511905,0.008333333,0.56,0,0.066666667,0.309090909,0,0.35,0,0.18,0.066666667,0.152777778,0.21,0.5,0.516666667,-0.2,0.2,0.169480519,0.35,0.7,0.166666667,0.145454545,0.100378788,1,0.161538462,0.12037037,0.106369048,0.7,0.104166667,0,0,0.225,0.5,0.328571429,-0.270833333,0,0.25,0,0.5,0,0.4,0.7,0.5,0.2,0.25,0.3125,0.5,0.492,0.7,0.7,0.8,0.146428571,0.225,0,0.75,0.027142857,0.266666667,0.8,0,0.5,0.8,0.104166667,0.136363636,0.5,0.8,0.175,0.4
JZ-mpOX2NKc,0.333333333,0.35,0.8,0.1,0,0.006962482,0,0,-0.273333333,0.75,0.381666667,-1,0.35,0,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1DgQj6KG1ZA,0.125,0.156628788,0.25,0.6,0.108636364,0.15,-0.008333333,0.106666667,0.016666667,1,0.475,0.08,0.067878788,0.5,0.215,0.8,0.3,0.5,0.5,0,0.45,0,0.071428571,0,-0.075,0,-0.25,0,0.375,0.052857143,0.4,0,0,0.8,0.333333333,0,0.518333333,-0.075,0.5375,0,0,0.75,0,0.25,0.206666667,0.222857143,0,0,0.12,-0.094444444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KMwvPv6stsU,0.472619048,0.052136364,0.19375,0.425,0.5,0.125,0.8,1,0.242857143,0,0.5,0.028571429,0.433333333,0,0.8,0.392857143,0.34,0.8,0.25,0.6,-0.010606061,-0.05,0.5,0.45,-0.533333333,0.151515152,0,0.193181818,-0.020833333,-0.1,-0.35,0,0,0.8,0.207272727,0.112121212,0.12037037,0,0.146136364,0.195238095,0.2,0.137142857,0.8,0.05725,0.8,0,0.112215909,-0.041666667,0.136363636,0,0.254166667,0.140740741,0.2,0.286639118,-0.075,0,0.2,0.2,0.35,0,0.7,0,0.2,-0.055952381,0.35,0.4,0,0.8,0.1,0,-0.2,0.194545455,0,0.7,0,0,-0.3,0,0.193181818,0.8,0,0.14047619,0,0.25,,,,,,,,,,,,,,,,
RFbULmw0Y40,0.433333333,0.315714286,0.426666667,0.433333333,0.616666667,0.189393939,0.24,0.176388889,0.021666667,0.5,0.4,0,0.6,0.36,0.6,0.716666667,0.3,0.226666667,-0.121212121,0.055436508,0.6,0,0.1,0.35,0.375,0.106060606,-0.045,0.306349206,-0.05,0.15,0.2,-0.125,0.6,0.068181818,0.6,0.167676768,0.55,0.292045455,0.6,-0.2,0.6,0.5,0.9,0.8,0.075,0.166666667,0,0,0.278282828,0.255401235,-0.3125,-0.25,0.2,0,0.6,0,0,0.15,0.45,0,0,0.113333333,0.245833333,0.605555556,0.252083333,0,0,-0.15,0.161111111,0.416666667,0.083333333,0,0.288888889,0.8,0.8,1,0.116666667,1,0.542857143,0.2,0.145454545,-0.031818182,0.7,-0.291666667,-0.5,0.264285714,0.5,0,0,0.2,0.286666667,-0.022222222,1,0.125,0,0.293181818,0.65,-0.05,0.45,
P_v-O0t2NP4,0,0.0375,0.026637807,0.438095238,0.36,0.375,0,1,0.411111111,0.55,0.375,0.422727273,0,0.8,0.42,0,0.1,0,0.75,0,0,0.144642857,0.725,0.45,0.433333333,0,0.9,0.4,0.7,0.4125,0.2,0.08,0.318181818,0,-0.291666667,0,0,0,0.5,0.075,0.136363636,0,0,0.285714286,0.8,0.2,0,-0.3,0.8,0,0,0,0.295454545,0.4,0.1,0.357142857,0.175,0.7,0.1,0,-0.3,0.35,0.5,0.5,0.25,0.233333333,0.566666667,0.7,-0.5,0.425,0.025,0.7,0.8,0.65,0,0.5,0.2,-0.3125,0.75,0.15,0.034090909,0.1,0,0.6,0.8,0.407142857,0.5,0.8,0.425,0.6,0.6,0.5,0.1,0.5,,,,,,
4e8K2VaM1CU,0.5,0.35,0,0.178571429,-0.18125,0.413333333,0.201493506,0.043703704,0.099296537,0.149090909,0.185945664,0.208333333,0.0625,0.266666667,0.1475,-0.25,-0.2275,-0.315625,0.36,-0.125,0.171428571,0,0.074288338,0.26,0.156060606,0.5,0.004166667,-0.283333333,0.1,0,0.1375,0.084722222,0,0.35,0.2,0.6,0.171590909,0,0,0.38,0.25,0.194444444,0,0.206565657,0,0,0,0.093452381,-0.038888889,0,0,0.266666667,-0.25,0.2,0,0.35,0,0,0,0.4375,0,0,-0.055555556,0.092083333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QIjJ9gUN_KU,0.214285714,0.19,0.063399621,0.13,0.458333333,0.122222222,0.525,0.233333333,0.36,-0.016666667,0.5,0,0,0.431818182,0.158766234,0.575,-0.2,0.325,0.05922619,0.187301587,-0.4,0.333333333,0.2,0,0.285714286,0.333333333,-0.3,0.119444444,0,0.144444444,0.1,-0.01010101,0.112619048,0.185714286,-0.3125,-0.152777778,0.109090909,0.1,0.245833333,0.5,0.15,0.282539683,0.2,0.2,0.6,0,-0.368303571,0.155,0.2,0,0.1,0,0.55,0,0,0.324166667,0,-0.3125,0.2,0,0.3,0.35,0.100092764,0,0,0,0.25,0.331349206,0.254166667,0,0,0.065,0,0,-0.5,0,0.5,0,-0.4,0,0.2,0,-0.071428571,0.015816327,-0.071428571,0,0,0.1125,0.75,0.214285714,0.5,0.2,0,0,0.1,0,0,0.6,,
KtmjA4dQ3dY,-0.5,0.16969697,-0.098160173,-0.0875,-6.94E-18,0.566666667,0,0.25625,0,0.1,0,0.7,0.008796296,0,0.285714286,0,-0.0125,0.6,0,0.075925926,0,0.068181818,0.3,0.2,0,0,-0.4,-0.3,0.5,0.2,0.283928571,0.084090909,0,0.075,0.090971621,0,0.18,0,0.157272727,-0.3,0.2,0,0.28,0.5,-0.4,-0.2,0.0625,0.05,0.05,0.207142857,0,0,0,0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ihICoJ53O_s,0.216801948,0.65,0.163973064,0,0.0625,0.44,0.1,-0.05,0.5,0.1375,0.227272727,0.255102041,0.2,0.8,0.136363636,0.8,0.11765873,0.25,-0.5,0.2625,0.5,0,0.108333333,0.136363636,-0.430555556,0,0,0.205,0,0.259090909,0,0,0.2,0.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yzFPUkYEbFU,0.6,0.1778125,0.8,0.5,0.003125,0.123611111,0.35,0.316666667,0.35,0.408333333,0.8,0.35,0,0.5,0,0,0,0.1,0,0,0.195,-0.138095238,0.466666667,0.222222222,0,0.292666667,0.158333333,0.26,0.233333333,0.134761905,0,0.255555556,0.375,0.075714286,-0.027272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E79spurDiHI,0.344444444,0.188571429,0,0.528205128,0.354166667,0.233333333,0.166666667,0.25,0.616666667,0.175,0.136363636,0.134090909,0.35,0.8,0,0.3,0.55,0.2,0.6,0.533333333,0.138888889,0.206944444,0,0.470833333,0.220833333,0.433333333,0.125,0.5,0.136363636,0,-0.083333333,0.241666667,0.266666667,-0.5,0.415178571,0,0,0,-0.058333333,0,0.05,0.568181818,0,0,0.2,0,-0.145833333,0.35,-0.0625,0,0,0,0.078787879,0.066666667,0,-0.3,0.5,0.633333333,0.5,0.333333333,-0.3,0.211666667,0.35,0,0,0,0.5,0,0,0,0,-0.25,0.4,0.168181818,0.8,0.5,0.333333333,0,0,0,0,0,0,-0.125,0,0.383333333,0.333333333,0,0.425,0,0.05,0.375,0.141666667,-0.025,0,0.16,0.5,0,0.105555556,0
pDv6QruIYh4,0.166666667,-0.137301587,0.102380952,0,0.35,0.282142857,0,0.433333333,-0.3,0.6,0.5,0.312121212,-0.004166667,0.414285714,0.75,0.55,0.91,0.8,0.264285714,-0.25,-0.008454046,0,0,0.139285714,-0.1,0.6,0,0,0.4,0.8,0.081292517,0,-0.25,-0.017857143,0,0.5,0.6,0.1375,0.3,0,0.1,0,0.15,0.0875,0.342857143,0.193181818,0.8,0,0,-0.077777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
