video_ID,Pol1,Pol2,Pol3,Pol4,Pol5,Pol6,Pol7,Pol8,Pol9,Pol10,Pol11,Pol12,Pol13,Pol14,Pol15,Pol16,Pol17,Pol18,Pol19,Pol20,Pol21,Pol22,Pol23,Pol24,Pol25,Pol26,Pol27,Pol28,Pol29,Pol30,Pol31,Pol32,Pol33,Pol34,Pol35,Pol36,Pol37,Pol38,Pol39,Pol40,Pol41,Pol42,Pol43,Pol44,Pol45,Pol46,Pol47,Pol48,Pol49,Pol50,Pol51,Pol52,Pol53,Pol54,Pol55,Pol56,Pol57,Pol58,Pol59,Pol60,Pol61,Pol62,Pol63,Pol64,Pol65,Pol66,Pol67,Pol68,Pol69,Pol70,Pol71,Pol72,Pol73,Pol74,Pol75,Pol76,Pol77,Pol78,Pol79,Pol80,Pol81,Pol82,Pol83,Pol84,Pol85,Pol86,Pol87,Pol88,Pol89,Pol90,Pol91,Pol92,Pol93,Pol94,Pol95,Pol96,Pol97,Pol98,Pol99,Pol100
PVHEMZCS-6g,0.8,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h0SFfWGqHeA,0.333333333,0.8,0.2,0,0.4,0.585416667,0.142083333,0.7,0.122867063,0,1,0.1,0.8,0,0,0.15,0.611111111,0,0,0,-0.133333333,0.2,1,0.166666667,0,0.096428571,0.1,0.1625,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QCq8CY_0pkk,0.366666667,0.27,0.310714286,0.3375,0.15,0.566666667,0,0.034895833,0,0.75,0,0,0.068181818,0,0,0,0,0.225,-0.2,0.9,-0.06,0,0.118181818,0.8,0,0,0,0.091136364,0.421666667,0,0,0.166666667,-0.372916667,0.6,0.105952381,0.261805556,0.268602694,0.132142857,0.433333333,0.125,0.002083333,0.175,0.195833333,0.4,0.366666667,0.034090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gvJZE8dNcxU,0.412,0.191666667,0.4625,0.261904762,0.566666667,0.5,0.65,0.5125,0.65,0.162430427,0.206666667,0.281944444,0,0.75,0.5,0.7,0.6,0.4,0.65,0,0,0,0,0.2,0,0.3,-0.033333333,0.6,0.15,0.3,0,0.15,0,0.15,0,0,0.5,0.2625,0.3,0.1,-0.5,0,0,0.15,0.133333333,0.136363636,0,0,0,0.575,-0.166666667,-0.15,0.7,0,0.375,0.304166667,-0.3,0,-0.176388889,0,0.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NHPB4k6EdPc,0.611111111,0.775,0.346666667,0.4,0.146590909,0.43,0.8,0.55,0.333333333,-0.083333333,0.3,0.08,-0.388888889,0,1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4Vd6YK0NmKA,0.1,0.6,0.166666667,0,0.65,0.8,0.8,0.029761905,0,0,0.9,0.8,0.316666667,0.8,0,0,0.0375,0,0,0,0.2,0.8,-0.01468254,0.35,0,0.124166667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IynNlRME3bI,0.02,0.3,0.066666667,0.4,0.1,0.085714286,0,0,0.5,0.002741703,0.3125,0.023333333,0,0,0.35,0,0.75,0.158333333,0.3,0.65,0.45,0.45,0.45,0.285714286,0.45,0.2,0.18287037,0,0.447142857,0.075378788,0.45,0.45,0.316666667,0.3,0.5,-0.166666667,0.4,0,0.8,0.166666667,0.157142857,0.6,0.65,0.675,0.8,1,0.35,0.4,0.26,0,0.35,0,0.2,0.216666667,0,0,-0.4,0.566666667,0.533333333,-0.05,0.7,0.8,0,0.214285714,-0.041666667,0.197142857,-0.3125,0,0,-0.166666667,0.15,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z1SoAS4UUZA,0.45,0.422222222,0.65,0.725,0.8,0.433333333,0.35,0.475,-0.15,0.7,0.35,0.8,0.068181818,0.1,0,0,0,0.8,0.5,0.34,0.35,0.16,0.25,0,-0.6,0.2,0,0.6,0.8,0.242916667,-0.155555556,0,0,1,0,0,0.136363636,0.525,0.136363636,0.8,0.1,0.7,0,0,0,0,-0.4,0,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZawORHggNQU,0.233333333,0.3,0.393253968,-0.1625,0.233333333,0.183333333,0.8,0.433333333,0.3125,0.392857143,0.266904762,0.7,0.7,0,0.8,0.8,0.1,0,0.1,0,0.5,0.7,0.6,0.5,0.136379552,0.8,-0.1875,0,0.068181818,-0.293055556,0.098809524,0,0.2,0,0,-0.166666667,0.05,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07DUfiLhlPg,0.068181818,0.296590909,0.5,0.254166667,0.175,0.35,0.155555556,0.16,0.35,0.4,0.525,1,0.285714286,0.475,0.214285714,0.8,0.8,1,0.25,0.263690476,0.4,0.7,1,-3.70E-17,0.0203125,0.2,0.7,0,0.5,0.5,0.6,0.5,0.5,0.285714286,0.7,0,0.367272727,1,0,-0.108333333,0,0,0,0,0,0,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HhvzUTe_uWU,0.4,0.25,-0.05465368,-0.009821429,0.191666667,0.102083333,0.8,0.566666667,0.371590909,-0.166666667,0.3125,0,0,0.118181818,0,-0.046296296,-0.2375,0.118181818,0.136363636,0,-0.1,0.184090909,0.181675685,0.362337662,0,0.2125,0,0.6,0.5,0.375,0.057670455,-0.133333333,-0.175,0,0,0.215,0,0.136363636,0.016666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LtuY0-guyas,0.2,0.333333333,0,0.109821429,0.145624613,0.1,0.25,0.085714286,0.8,0.8,0,0.05052139,0.8,0.6,0.25,0.5,1,0.35,0.425,0.8,0.8,0,0.8,0.283333333,0,0.616666667,0.6,0.7,0.7,0,0,0.35,0.259090909,0.5,0.091558442,0.217592593,0.15,0.266666667,0,0,0,1,0,0.8,0.7,0,0.7,0.3,0,0,0,0,0,0,0,0,0.275,-0.019230769,0.125,0,0.2,0.35,0,0,0.35,0,0.033766234,0,-0.25,0.8,-0.120833333,0.7,-0.22,0.55,0,0.8,0,0.4,0,0.5,0.6,0.8,0,0,0.633333333,0,0.3,0.4,0,0.3,0,1,0.4,0,0.25,0.65,0.25,0,0.8,0.5
SWBfe4Qd7HQ,0.36,-0.0625,0.5,0.066666667,0.425,0.322916667,0.134259259,0.368181818,0.25,0,0,0.8,0.128571429,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOja_WazmzQ,0.6,0.7,0,0.433333333,0.55,0.1,0.25,0.231628788,0.3,0.5,0.7,0.525,0.8,-0.194444444,0,1,0.0625,0,0.5,0.5,0,0.7,0.1,0,0,0.5,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64WjHiudD6U,0.25,0.11521645,0.232272727,0.158418367,0.48,1,0,0.4,0.5,0.1,0.666666667,1,0.666666667,0.208571429,0.1,0,0,0.00625,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WkndYp675QU,0.45,0.277777778,0.097222222,0.3,0.65,0.75,0.253571429,0.333333333,0,1,0,0.33,0.8,0,0.85,0.135,0.2,0.855,0.3875,0,0,0,0,0,0,0.8,1,0,0,0,0,0.214285714,0.2,-0.083333333,0,0,0,0,0.25,0.4,0.45,0.235714286,0,0.525,0.8,0,0.1,0,-0.5,0,0,0,0.255555556,0,0.266666667,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ej1g-kADeI,0.9,0.65,0.42,0,0.1,0.35,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KXgGDeutCvY,0,0.6,0.569444444,0.4,-0.040909091,0.325,0.5,0.366666667,0.666666667,0.569480519,0.8,0.4,0.316666667,0.416666667,0.3,0,0.8,0.4,0,0.433333333,0,0.25,0.8,0.5,0.4875,0.136363636,0.466666667,-0.233333333,0.384090909,0.8,0.8,0.234090909,0.8,-0.041666667,1,0,0.4,0.8,-0.05,-0.3125,0.378787879,1,0.375,0,0,0.433333333,0.35,0.2,-0.6,0.136363636,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dwozz9CZL-E,0.271428571,0.1,0.4,0.2,0,0.15,0.136363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MfTFnuiPJSE,-0.062689394,-0.056277056,0,0.466666667,0.25,-0.1,-0.239583333,0.5,0.8,1,0.5,0.468181818,0.54,0.35,0.5,0,0.5,0.418181818,-0.5,0.9,0,1,0.45,0,0.166666667,0,-0.8,-0.3,0.125,-0.05,0.4,0.195833333,0,0.8,0,0.4,0.444444444,0.8,0,0,0,0,0.175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WlLvtnexMy0,0.088888889,0.266666667,0.9,0.125,0.566666667,0.055,0.255555556,0.7,0,-0.4,0.05,0,0.4,0.311111111,0,0.2,0,0.060416667,0.375,0.285714286,0.076785714,0.45,0,0.5,0.2,-0.8,0.8,0,0,0,0.13,0.185714286,0.55,0.2,0.025,-0.1875,0.7,0,0.107272727,0.25,0.232638889,-0.075,0,0.5,0.101038961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNPLmoG8n9E,0.239351852,-0.0625,0.8,0.285714286,0.5,0.65,0.233333333,0,0.266666667,0.3375,0.55,0.35,0.8,0.5,-0.062962963,0,0,0.2875,0,0.263257576,0.17,-0.1375,0,0.1125,0,0.666666667,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wa36CVja-HI,0.375,0.5,0.5,0.22,0.011904762,1,0.75,0.35,0,0.6,0.8,0.422857143,0.107222222,0.9,0.8,0,1,0.066666667,0.5,0.214285714,0,-0.025,0.233333333,0.65,-0.041666667,0.233333333,0.3,0.433333333,0,0,0.275,0,0.14375,0.534545455,0.214285714,-0.107142857,0,0,0,0.133333333,0.1,0,0,0,0.062857143,-0.2,-0.05,0.167006803,0,0.128720238,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hwyuQVTWWtk,0.202272727,0.2,0.075333333,0.125,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dIg_f8Aaaag,0.5,0.2,0,0.541666667,0.4,0.65,0,-0.116666667,0.314285714,0.75,0,-0.166666667,0.4,0.333333333,0.308928571,0.375,0.391666667,0.4,0.133333333,0,0,0.175,-0.007142857,0,0,0,0,0,0.45,0.270833333,0.8,0.4,0,0.285714286,-0.325,0,0,0,0,0,-0.05,0.1,0.533333333,0,0.8,0.024415584,0.5,0,0.216666667,-0.170833333,0.228571429,0.2,0.25,-0.1,0.129166667,0.135714286,0.15,0,0.105555556,0.7,-0.35,0.166666667,0.8,-0.011904762,0,-0.05,0,0,0.333333333,0.278571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O9W5UPYgGv8,0.8,0.4,0.8,0.375,0.090909091,0.3625,0,0.008888889,0.766666667,0.5,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73oE_so37ro,0.5,0.254166667,0.6,0.1,0.305519481,0,0,0.266666667,0.5,0.5,0.525,-0.145833333,0.4,-0.8,0,0.25,0.3,0,0,0.2,0.75,0.3,0.125,0,0,0,0.1125,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ZHKgZC0qsg,0.403333333,0.333333333,0.5125,0,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6lP_WJZg5os,0,0.237878788,-0.15,0.6,0.266666667,-0.12,0.125,0.25,0,0,0.5,0.25,0,0.8,0,0.4,0.45,0.3625,0.533333333,0.5,0,0,0.7,-0.2,0,0.35,0.7,0,0.3625,0.2,0,0.5,0.7,0.2,0.2,0.307272727,-0.033333333,0,0.45,1,0,0.5,0.2,0,0.275,0,0.675,0.7,0.25,0.133333333,0.214285714,1,0.35,0.5,0.2,0.6,0.7,0.5,0.733333333,0.7,0.285416667,0.433333333,0.215625,0.9,0.212121212,0.153720238,0,0.296875,0.180612245,0.7,0,0,0.7,0,0.208333333,0.25,0,0.25,0,-0.030952381,0.6,0.354761905,0.7,0.8,0.75,0.242857143,0.125,0.6,0.513636364,0.275,0.45,1,0.5,1,0.8,1,0.525,0,,
iIvO6nKdR4A,0.6,0,0,0,-0.4,0.214285714,0.5,1,0.65,1,0.8,0,0.071428571,0.8,1,0.1,0.066666667,0,0.266666667,0.233333333,0,0,0.068181818,0.166666667,0,0.25,0,0.6,-0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bISaXrfxeBM,0.43,0.225,0.095833333,0.172916667,0.4,0,0.8,0.5,0.426666667,0.7,0.8,0,0.2,0.375,0.1,-0.4,0,1,0.3,0.25,0.8,0,0.285714286,0.06,0.35,0,1,0,-0.3625,0,0,0,0,0.428571429,0,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_dgVVfK4-AA,0.3,0.725,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZwnDCVfj65E,0.2625,0.275,0.266666667,0.316666667,0.5,0.566666667,0.2,0.057142857,0.266111111,0.8,0.331666667,0.265340909,0.366666667,0.7,0.45,0.2,0.9,0,0.075,-0.075,0,0,-0.291666667,0.8,0.35,0.262121212,0.4,0.3,0.18,0.333333333,0.6,0,0.5,0.085714286,0,0.6,1,0.8,0,0.5,0.8,0.6,0.55,0.5,0,0.1,0,0.8,0.3,0.375,0,0.366666667,0.8,1,1,0.8,0,0.25,0,0,0.8,-0.052083333,1,0.077777778,0.133333333,0.4,0.666666667,-0.1,0,0.12,0,0.11875,0,0.041666667,0,0,0,0,0,-0.11,0,-0.083333333,-0.005952381,,,,,,,,,,,,,,,,,
eHHfhSNft3o,0.14,0.470833333,-0.283333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ig9DVcCq9Vg,0.316666667,0.45,0.666666667,0.156666667,0.2875,0.3,0.75,0.3,0.095833333,0.225,0.4,0.233333333,0.36,0.5,0,0.333333333,1,0,0.525,0.8,0.089285714,0,0.8,0,0.75,0,0.230555556,0.7,0.25,0.407142857,0.416666667,0,0,-0.5,0.073076923,0.25,0.207142857,0.65,0.2375,0.45,0.85,0,0.25,0.225,0.1,0.5,0.2,0.331060606,0.2875,0.275,-0.075,0.9,0,0,0.65,0.8,0.2,0.214285714,0.6,1,0.207142857,0.8,0.066666667,0,0.2,0,0.208928571,0.08989899,0,0.04375,0.35,0.0875,0,0.6,0,0,0,0.433333333,0.6,0,-0.5,0.2,0.7,0.304761905,-0.5,0,0.140625,0.112337662,0.6,0.2,0,-0.25,0,-0.495833333,0,0,,,,
dfaDWAl9ksc,0.333333333,0.2,0.566666667,0,0.066666667,0,0,0.4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XhoPuEE_y7c,0.2,0.195238095,0.4,0.291666667,0.9,0.6,0,0,0.566666667,0.35,0.4,0,0.8,0,0.6,0,0.2,0.497083333,-0.2625,0,0.136363636,0,0.318181818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3hJrP9OITqs,0,0.0625,0,0.291666667,0.25,0.119642857,0.125,-0.015384615,0.166666667,0.65,0.433333333,0,0.666666667,0,-0.26,-0.15,0,0.1625,0,0.5,0.5,0.42,0,0,0.4,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpDJDxM8gGw,0,0.4,0,-0.065555556,0,0,0.275,0.076190476,0.8,0,0.183673469,0.483333333,0,0,0.91,0.148571429,0,0.242857143,0.383333333,0,0.231060606,0,0.1578125,0.3,0.217003367,0,0,-0.25,0.1,0,0,0.416666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-El7h5pa2o,0,0.344444444,0.7,0,0.333333333,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kgcWBP0X3nI,0.144047619,0,0,0.325,0.5,1,0.9,0.058333333,0,0.8,0.257575758,-0.166666667,0.154166667,-0.283333333,0,0,-0.3125,-0.175,0.183333333,0,0.295454545,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9zEXqQ8XFpE,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3OOl59e2WfI,0.2,0.338095238,0,0,0,0.175,1,0.516666667,0.5,0.003787879,0.4,0.2,0.466666667,0.16,-0.05,-0.2,0.068831169,0.75,-0.107142857,0,0,1,0,0,0,0.7,0.3,-0.3125,-0.2375,-0.154166667,0,-0.291666667,0.642857143,0,0,0.191666667,0,0.078787879,0.333333333,0,0.496428571,0.136363636,0.2,0.15,0,0,0.25,0.492857143,0,0.000811688,0,0.6,0,0.044633581,0.25,0.056060606,0.5,0,0,0,0.057142857,0,0.425,0,0,0,0.7,0.65,0.212121212,0.285714286,0,0,0.4,0.5,0,0,0,0,0.0625,0.214285714,0,0,-0.008796296,-0.25,0.082954545,-0.035737813,0,-0.1,0.2,-0.5,0,0,-0.3,0.15,0,-0.045833333,0.8,0.0225,0,0
VIWMwHDLLzI,0.9,0,0.8,0.5,0.008928571,-0.293333333,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XNrMOGuJ-wE,0.425,0.433333333,0.09,0,0.2,0.256060606,0,0.277777778,0,0.55,0.583333333,0.75,0.370454545,0.159494949,0.3,0,0.2875,-0.071428571,0.653333333,0.3,0,0.1,0.5,0.392857143,0.166666667,0.308035714,0.158333333,0,0.283333333,0.35,0,0,-0.8,0,0.066666667,0.5,0,-0.5,0.528571429,0.2,0,-0.166666667,0,0,0,0.2,0.165714286,0.357142857,0.283333333,0,0.5,0.4625,0.295454545,0.1,0.35,0.5,0.4,1,0.8,0.28,0.45,0.25,0,0.8,0,0,0,0.1,0.8,0,0.475,0,0,0,0.25,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
AUOo6HhEcYY,0.5,0.333333333,0.55,0,0,-0.05,0.066666667,0.285416667,0.5,0,0.8,0.29,0.2,0,-0.175,0.383333333,0.285714286,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1vTREYHEeQ,0,0.25,0.29,0.8,0.2,0,0.35,0,0.366666667,0.8,-0.0125,0.01,-0.058333333,1,0.6,0.377777778,0.8,-0.050992063,0.468181818,0.5,0,0,0,0.8,0,0.375,0.4,-0.1,0,0.2,0.053333333,-0.09375,0.35,0.7,0.15,0,0,-0.004166667,0.8,-0.6,0,0,0.136363636,0,0,-0.2,-0.6,0,0.4,0.5375,0,0,0.8,0.04375,0.4,-0.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZLhJibmqsdc,0.4,0.538095238,0.2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jU_Is4pFQoQ,0,0.083333333,0.6,0.25,0,0,0.294444444,-0.2,0.214285714,0.067099567,-0.387878788,0.25,0.269444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wTWaAMz1s9U,-0.1,0.5,0.316666667,0.5,0,0,0.2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V8b-fUm5Dl0,-0.291666667,-0.5,0.5,0,0.6,0.8,0.1125,0.8,1,0.7,0.2,0.35,0,0.4625,0.8,0.5,0.203306277,0.225,0.266666667,0,-0.4,-0.060714286,0,0.2,0.8,0,0.139285714,0,0.44,0,0.175,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x4wNDglwUpo,0.2,0.5,0.8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1gf52ODyc4,0.7,0.02,0.5,0.333333333,0.666666667,0,0.061111111,0.5,0.35,0.125,0,-0.45,-0.245833333,0.2,0,0.5,0.066666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uoV6G1bTwPg,0.05952381,0,0.40625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jlPLhb2Q_v0,0.2,1,0.6,0.475,0.5,0.35952381,0.433333333,0.2,0.211038961,0.5,1,-0.5,0,0.5,-0.333333333,0,0.025,0,0.5,0.136363636,0.170833333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY5EsYrgZAQ,0,0.036458333,0.366666667,0.11875,1,0.6,0.144166667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jhyle31QC8o,0.8,0.483333333,0.2,0.8,0.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u4TECcOFQ7c,0,0,0.4,0.2,0.2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rPFzFkDXAis,0.37,0.183333333,0.248611111,0.2,0.296428571,0.5,0.8,0.095,0,0,0.35,0,0,0,-0.225,0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L82GC0zLTYU,0.65,-0.05,0.7,0.8,0.15,0.25,0.2,0,-0.028968254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4JbrYpsR0cQ,0.378787879,0.321066434,0.51,0.55,0.068181818,0.584090909,0.5,0.045833333,0.533333333,0,0.229166667,0.285714286,0,0,0.02047619,0.070454545,0.268181818,0.022222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vEN330dvHyQ,0.305833333,0.19,0.3,0.85,0.383333333,0,0.466666667,0.375,0.8,0.058333333,0,0.433333333,0.1,0,0,0.216666667,0,-0.095833333,0.084090909,-0.25,0.8,0,0.363636364,0.25,0.4,0,0,0,0,0.468181818,0.2,0.136363636,-0.054545455,0.5,0.1,0,-0.25,0.475,0.475,-0.16875,-0.016666667,0.142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tccnnDaKESI,-0.125,0.466666667,0.3475,-0.395833333,0.45,0.3,-0.2,-0.005535714,0,-0.066060606,0.12,0.066666667,0.203769841,-0.291666667,0.176330532,0.466666667,0.6,-0.004285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wXyTR4wwwFw,0.083482143,0.666666667,0,0.189225589,0,0.441666667,0.148148148,-0.142857143,0.166666667,0,0,0.4,0.575,0.8,0.8,0,0.566666667,0,0.8,-0.3125,0.1875,0.8,0.4,0.125,0.35,0.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hdJMlgJypQQ,0.316666667,0.508333333,0.2,0.054166667,0.2775,0.3,0.2,0,0,0.2,0,0.18,0,0.224415584,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
