,cid,text,time,author,channel,votes,photo,heart,reply,time_parsed
110,Ugzrl6fjq1s3xLvpJtV4AaABAg,second,1 month ago,@lenordmelvix,UC045S2GTo6o625ca-9xz4qA,0,https://yt3.ggpht.com/yJwvf5D3tyj5PSCOOXPiqKvVezoc37gIubxHjQOWMGtY4Vn6pUSsnHoKIjL5668SdYhwfeAEVg=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.089678
111,UgzXJWeHWBhz1RxOLNh4AaABAg,3rd,1 month ago,@4himsanctified,UCyvEF5eLfCltVGNSBc6bbRA,0,https://yt3.ggpht.com/ytc/AIf8zZQwQLv56KKji_s8au5UBKAwH051OI3qgMfSog=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.090636
112,Ugzlal-w3PN-Sf3_se54AaABAg,first,1 month ago,@nigelmcgill4916,UClRvtHb0ebVXq9iRAUJ-s8A,1,https://yt3.ggpht.com/ytc/AIf8zZS41KbxtGz6UBHfgi53mNsttrYWCnjMHxiVnzbjYw=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.09167
113,UgxAZcGRYC14v32nVut4AaABAg,3rd,1 month ago,@reyalestate_,UCT-ziJVfnVOj3srRpk8PLUw,0,https://yt3.ggpht.com/ytc/AIf8zZQDDTTymb95KaVsF-B6rLUZO_Ahe6jVTP5JTQ=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.092669
114,UgwzVhVZxXNOcCyCFGZ4AaABAg,I sense clickbait,1 month ago,@MathewsFishing,UCTLrI0_sFx06FhV1bvRDzRA,0,https://yt3.ggpht.com/z5WebAmq9qTWn-05qU0uaejsX0UFqaxkaMxCAgAE48UReUHWiG5C1kP2Kpq0t97CVLQVBkumJg=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.093664
115,Ugxof6u8Tymlz6apu-x4AaABAg,arm Garbage,1 month ago,@imagearchy4782,UC3xo9Lq5Bs8dv4C-JJ40Olw,0,https://yt3.ggpht.com/ytc/AIf8zZSFjKIjzVlx_-P8Bh1U5rp6hi4z1yHIAqWOBA=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.094679
116,Ugxx0cydTAePh1F0VSR4AaABAg,what BS at 24 min still talk Fannie Mae Freddie Mac what s adjustable rate mortgage go waste someone else time,1 month ago,@truthalonetriumphs6572,UCkqbsB-ckWb2wPuW4q-okgA,0,https://yt3.ggpht.com/ytc/AIf8zZQXxXNYaIAT797gTZBwZqHHnh6dN9TtjgpU523vBB5NoqDOeWbl4tqumX2HO43_=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.095659
117,UgyWmlk665KT4YlFjkB4AaABAg,too much talk nonsense bad sarcasm its annoying exhausting listening guy humor make joke sorry guy stick sauce,1 month ago,@alexiselera5665,UCzfGjPS_OLhecihou9PVgdA,0,https://yt3.ggpht.com/ytc/AIf8zZRBngehvyz-36pM2_f3KjRufmneUV6RMWYjk4_TObdbS6dJ3-qpoRwWX_7s72QX=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.096654
118,UgwkWDb93ZrcT7-z5r54AaABAg,I hard time take David seriously say do not believe fed raise interest rate impact inflation velocity money Ugh Go school,1 month ago,@danshipman9465,UCNjDAfQa0S2N9IV1eUXI1Ug,2,https://yt3.ggpht.com/ytc/AIf8zZTT-JIc979NuswhIvmyqeZy_1B43O28-JqtFIiG=s176-c-k-c0x00ffffff-no-rj,False,False,1702779235.097673
119,UgxflufxrjBAtPyoRxV4AaABAg.9xf8XuvFSyw9xkL4CjoU_9,happy share lender information reference video just reach team,1 month ago,@RentToRetirement,UC_h1lnz1kM75Gj79VV8QtEg,0,https://yt3.ggpht.com/4r48relcULJPr61jgu7Vckc04c5UZ2eIMQ4737C1HVXPVWtU0zAkXluKyySCY9tZ7q_QDtZAc-M=s176-c-k-c0x00ffffff-no-rj,False,True,1702779235.337215
120,UgwwPZJG3BEnBJ4iqRt4AaABAg.9xQk4jkhCl_9xTN8ImhLtY,hair surrogate,1 month ago,@priorityhomes2988,UCnUtUyHpYv4YNw5RKIIxy2Q,0,https://yt3.ggpht.com/WlofFRll1jmFRiCwkR9vieD6-kuTBJ8YWmRL4a86MbIxG87SHXNu3vy3pz9UV4iH2sB0B0Tg=s176-c-k-c0x00ffffff-no-rj,False,True,1702779235.549702
121,UgyWsH_ryt56ue_9ExJ4AaABAg.9xsUhtGJo4s9xzZN9HU0OF,podcast publicly available major platform,1 month ago,@RentToRetirement,UC_h1lnz1kM75Gj79VV8QtEg,0,https://yt3.ggpht.com/4r48relcULJPr61jgu7Vckc04c5UZ2eIMQ4737C1HVXPVWtU0zAkXluKyySCY9tZ7q_QDtZAc-M=s176-c-k-c0x00ffffff-no-rj,False,True,1702779235.763567
122,Ugxof6u8Tymlz6apu-x4AaABAg.9xUFRRGVhkY9xYQhq9dH2g,would argue fix rate mortgage 30 year high interest rate well option right especially interest front load basically interest loan first 5 yearsmath seem agree would good could explain,1 month ago,@priorityhomes2988,UCnUtUyHpYv4YNw5RKIIxy2Q,0,https://yt3.ggpht.com/WlofFRll1jmFRiCwkR9vieD6-kuTBJ8YWmRL4a86MbIxG87SHXNu3vy3pz9UV4iH2sB0B0Tg=s176-c-k-c0x00ffffff-no-rj,False,True,1702779235.984237
123,Ugxof6u8Tymlz6apu-x4AaABAg.9xUFRRGVhkY9xjhouJ9_6f,priorityhomes2988 I think know person parrot hear news family member can not really explain,1 month ago,@GY6SCOOTERCHAT,UCqaetarRK4eJTEWXXWZFFSA,0,https://yt3.ggpht.com/p4SBajO-jXIyh3dXvWUA0wz7OHQxke5qm0pf8LbJw7sUlySoHjjnjLqa___7sBcmcpeaz-hs6g=s176-c-k-c0x00ffffff-no-rj,False,True,1702779235.98623
124,Ugxx0cydTAePh1F0VSR4AaABAg.9xZ99QhlNV-9xjgoDZqRdM,yea amateur hour video just long advertisement lender,1 month ago,@GY6SCOOTERCHAT,UCqaetarRK4eJTEWXXWZFFSA,1,https://yt3.ggpht.com/p4SBajO-jXIyh3dXvWUA0wz7OHQxke5qm0pf8LbJw7sUlySoHjjnjLqa___7sBcmcpeaz-hs6g=s176-c-k-c0x00ffffff-no-rj,False,True,1702779236.20487
