ID,Pol1,Pol2,Pol3,Pol4,Pol5,Pol6,Pol7,Pol8,Pol9,Pol10,Pol11,Pol12,Pol13,Pol14,Pol15,Pol16,Pol17,Pol18,Pol19,Pol20,Pol21,Pol22,Pol23,Pol24,Pol25,Pol26,Pol27,Pol28,Pol29,Pol30,Pol31,Pol32,Pol33,Pol34,Pol35,Pol36,Pol37,Pol38,Pol39,Pol40,Pol41,Pol42,Pol43,Pol44,Pol45,Pol46,Pol47,Pol48,Pol49,Pol50,Pol51,Pol52,Pol53,Pol54,Pol55,Pol56,Pol57,Pol58,Pol59,Pol60,Pol61,Pol62,Pol63,Pol64,Pol65,Pol66,Pol67,Pol68,Pol69,Pol70,Pol71,Pol72,Pol73,Pol74,Pol75,Pol76,Pol77,Pol78,Pol79,Pol80,Pol81,Pol82,Pol83,Pol84,Pol85,Pol86,Pol87,Pol88,Pol89,Pol90,Pol91,Pol92,Pol93,Pol94,Pol95,Pol96,Pol97,Pol98,Pol99,Pol100
aAivg1GFqoA,0.5,-0.2125,0.55,0,0.3,0.8,0.5,-0.083333333,0.7,0.39,0.65,0,0.4,0.5,0.625,1,0.4,0.766666667,0.8,0.8,0,0.128571429,1,0.166666667,0.2,0.175,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bbZJGeJOGBs,0.275,0.175,0.328787879,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yMj1UHZ5W60,0.096590909,0.3,0.4,0.75,0,0.155,0.7,0,0.416666667,0.2,0.049350649,0.28030303,0.683333333,0.8,0,0.15,0.1,0.29375,0,0,0,0.145833333,0.1,0.124242424,0.177777778,0.066666667,0.166666667,0,0.5,-0.4,-0.45,0.7,0,-0.216666667,0,0.8,0,0.433333333,-0.625,0.5,-0.7,0,0.136363636,0,-0.5,0.542857143,0.272895623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4tSqSO4-qQ,0.33,0.301851852,-0.291666667,0.291666667,0.136363636,0.066666667,0.35,0.8,0,0.6,0,0.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EfqaHPyWjMw,0.182142857,0.35,0,0.502777778,0.8,0.7,0.8,0.8,0.216666667,0.12875,0.156385281,0.35,-0.035384013,0,-0.3125,0.283333333,0,0.05,0.766666667,0.18,0.2,1,0,0.05,0,0,0,0.05,0,0.176190476,-0.25,0.052040816,0.275,0,0.35,0.8,0.025,-0.05,0.275,0.3,0.6,-0.166666667,0,-0.2,-0.004761905,0.168181818,0.2,0,0.35,0,0.177777778,0.065079365,0.0825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PlUhwHoQqrQ,0.106060606,-0.028968254,0,0.191666667,0.0625,-0.25,0.125,0.5,0.225,0.160606061,0,0,-0.666666667,0.375892857,0.8,0,0,0.285714286,-0.7,0.226666667,-0.175,0.8,0.6,-0.12,0,0,0.275,0.5,-0.416666667,0.1,0.313636364,0.375,0.25,-0.25,0.8,0,0.7,0.088888889,-0.8,0.045454545,0.16,-0.0125,-0.5,0.1,0,0.1,0.8,0.5,0,-0.1,0.275,-0.15,-1,-0.7,0,0,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XQxpIxz17Kg,-0.104444444,0,-0.033333333,0.29,-0.0125,0.146875,0.307142857,-0.2,0,-0.087083333,1,0.5,0.27,0.145641026,0.2,0.146666667,0.5,0,0.233333333,0.136363636,0.383333333,0.3125,0.076666667,0.366666667,0,0,0.492857143,0.378787879,0.125,0.136363636,0.91,0.7,0,0,0,-0.333333333,0.8,0.65,0.16,0,0.285714286,0,0.55,0,0.2,0.5,0,0.16,0.01875,0,0.5,0,0.65,0,0,0,0.25,0.433333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abeB4FExQ1M,0.466666667,0.3,0.220833333,0,-0.15,0,0,0.326666667,0.216666667,0.011111111,0,0.066666667,0.165,0,0,0.051763668,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cNWgtgJrJ_0,0.26,0.6,0.8,0.290909091,0,0.525,-0.094791667,0.5,0,0,0.8,-0.025,0.7,0,-0.016666667,0,-0.333333333,0.35,0.1625,-0.2,0,0.25,0,-0.2,0,0,0,0,0.028571429,-0.11875,3.70E-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t1Gi0woXje8,0.366666667,0.268181818,0.275,0.8,0.243668831,-0.125,0.564285714,0,0.533333333,0.25,-0.166666667,0.193333333,0.5,1,0.189285714,0.261944444,0.18,0.171428571,0.8,0,0,0.8,0.2,0,0.080952381,0,0.75,0,0,0.8,0.018730159,0.080357143,-0.077777778,0,0.2,-0.05,0,0.261458333,-0.016396104,0,0.8,0,0,0.15170068,0.071875,0.8,0.25,0.044642857,0,0.225297619,0.5,0.6,0.171428571,0.35,0,0,0.233333333,0.292,0,0.25,0.233333333,0.425,0.7,0.252083333,0.107575758,0.103125,0.164285714,0.197824675,0,0.2,0.8,0.104166667,-0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
sEeW9BggR7E,0.6,0.55,0.84,0.1,0.58125,0.8,0.8,0,-0.070238095,0.366666667,0.225,0,0,0,0.1,0.35,0.35,0.35,0.2,0.35,0.2,0.2,0.5,0.5,0.072186147,0.2,0.433333333,0,-0.233333333,-0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4iSJcyHiEP0,-0.025714286,0.425,0,0.1,-0.085555556,0.09,0.233333333,0.146433081,-0.416666667,-0.053958333,-0.146666667,0.150991663,0.026730769,-0.0125,-0.084047619,0.244,-0.5,0,0.25,0.126186147,-0.671428571,0.1,-0.5,0,0,0,0,0.4,0,0.041060606,-0.025,0.2,0.074545455,0.65,0.35,-0.0875,-0.275,0.106666667,0.2,-0.666666667,0.35,-0.125,0.0295,0.475,-0.029090909,0.8,0.8,0,0.7,0.215,0.7,0,0,0,-0.25,0.8,0,0.2375,0,-0.071428571,0.142857143,0.225,-0.1625,0,0.080833333,0.4,0.1,0,0.5,0,-0.3125,0,-0.004861111,0,0.053333333,0,-0.5,-0.416666667,0.275,0.25,0.08,0,0.35,0.75,0.033333333,0,0.136363636,0.08,0,,,,,,,,,,,
ZMxjA-lWUnw,0.096590909,0.566666667,0.389285714,0.3,0.8,0.2,1,0.7,0,0.125,0.2,0,-0.4,0,-0.021875,0.4,0,0.103205128,0.175,0.150757576,0.7,0,0,0,0.518181818,-0.525,0,0.136363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r7JKF7qrlSs,-0.046875,0.5,0.136363636,0.242857143,-0.154761905,0.5,0,0.4,1,0.9,0.133333333,0.516666667,0.136363636,-0.119047619,0,-0.1,0.7,0.8,0.375,0,0.1,0.175,0,-0.166666667,0,-0.15,0,0.05875,0.8,0.35,0.8,0.115,0.4,0,0.45,0.333333333,0,-0.4,0,0,0,0,0,0.5,0.347619048,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGREKx6i-pE,0.206666667,0.034272727,0.166666667,0.347222222,-0.133333333,0.318181818,-0.025,0.25,0,0.4,0,0.15,0,0.08974359,0.4,0.068650794,0.1,0,0.5,0,0.5,0.8,0.175,0.175,0.3,0.242857143,0.136363636,-0.25,-0.2,0,-1,-0.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jkMyyv36yKg,0.8,0,0.35,0.5,0.8,0.5,0.166666667,0.239285714,0,0,0.221875,0.7,0.4,0.075,0.35,0.6,0,0.5,0.75,0,0.104166667,1,0.5,0.6,0.45,-0.35,0.216666667,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rpSl6bXrqPo,0.242857143,0.228703704,0.1,0.75,0.454166667,-0.192857143,0.8,0.1,0.357142857,0.8,0.8,0.25,0.5,0.25,0.004166667,0.3,0.1,0.5,-0.3125,0.066666667,0,0.8,0,0,0.242857143,0,0.125,0.189030612,0.25,0.35,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u7CmHMRRpPM,-0.35,0.35,0.8,0.275,0,0.6,0.2,-0.025,0,-0.3,0.2,0.45,0,0.05,0.275,0.225,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uBAfQGcGxtU,0.375,0.65,0.316666667,0.261904762,-0.021428571,1,0.546428571,0.8,0.192857143,0,0.244444444,0.5,-0.019345238,-0.152857143,0.35,-0.1,0.65,0.09672619,0.8,-0.075662879,0.5,0.07125,0.001515152,0.2,-0.239583333,0.4,0.242857143,0.7,0.044214876,0.125,-0.375,-0.25,0.325,0.25,0.331944444,-0.0375,0.8,0.4,0.1875,0.8,-0.094871795,0.5,0.35,0,0,0,0,0,0.391666667,0,0.102272727,0.521428571,0,0.45,0,0.45,-0.1,0,0.19,0,0.25,-0.016666667,0,0.277777778,0,0.2,0,0,0.8,-0.05,-0.03125,0.21525974,0.2,0,-0.592857143,0,0.301790634,0,0.130555556,0,0.126325758,0,0,0,0.346428571,0,-0.1875,0,0.098333333,0.75,0,0.05,0.1,-0.071428571,0.43,-0.330555556,0,0.261904762,0,
VyFk2sdw230,-0.038095238,0.416666667,0.4875,0,-0.025,-0.4,0.2,0.2,0.038095238,0.181018519,0.5,0.65,0.525,0,0,0.5,0.4,0.233333333,0.233333333,0.129010989,0.5,0,0,0,0,0.2,0.378787879,0.568181818,0.2,0.8,0.25,0.228571429,0.7,0.566666667,0.1375,0.9,-0.125,0.2,-0.068181818,0.291666667,0.303571429,0.5,0.8,0.32,0.5,0,0.8,0.5,0,0.7,0,0.09375,0.2,0.253333333,0.65,0.5,0.416666667,0.7,0.177901786,0.35,0.468181818,0.8,0.2,0.5,0.24,0.25,-0.071428571,0,0,-0.066666667,0.4,0.2,0.25,0.2,-0.016666667,0.8,0.426666667,0,0.316666667,0.2,0,0,0.2,0.333333333,0.25,0.8,0,0.097272727,0.8,0,0,0,0.5,0,0.5,-0.12,0,0.08,0.8,0.1
_bYncXzRe4g,0.575,0.203333333,0.142857143,0,0.40952381,0,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0zjEJdcs3wA,0.2,1,0.05,0.8,0,0,0.083333333,0.15,0,-0.3,0.8,0.5,0,0.3,0.125,-0.083333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_xllDjoU914,0.6,0.1,0,0,0.5,0.341666667,1,0,1,0.7,0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xc6OVW2z6es,0.433333333,0.316666667,0.444444444,0.296590909,0.45,0.1875,0,0.455,0,-0.066666667,0.244444444,0,0,0.214285714,-0.121212121,-0.35,0,-0.4,0,0.433333333,0,0,-0.05,0.4,0,0.33125,-0.116071429,-0.133333333,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51x2oZzPRhM,0,0.157142857,0.7,0.4,0.345,0.25,0.48,0.08,0.34375,0.4,0,0.5,0.65,0.5,0.2,0.7,0.333333333,0.125,-0.111111111,0.603333333,0,0,0,-0.2,0.166666667,0.033333333,0.117340067,0.8,0.8,0.2,0.3125,1,0,-0.325,-0.125,0.25,0,0.15,0,0,0,-0.35,0.25,0.341212121,0.159272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ifOTmf12uGw,0,0.341904762,0.35,0,0.8,0.265454545,0.4,0,0.2,0.8,0.8,0.4,0,0.4,0.015,1,0.4,0,0.058333333,0,0,0.9,0,0,0,0.65,0,0,0.8,0.325,0.2,0,0.2,0.2,0,0.4,0,0.25,0.23125,-0.8,-0.2,0.05,0,0,0,0,-0.4,-0.25,-0.033333333,0,0,0.0125,0,0.15,0.5,0.21547619,0.6,0,-0.025,-0.058333333,0.7,0.05,0,0.25,0.3,0,0.036111111,0.35,0,0.528571429,0,0,0,0.107291667,0.008333333,0,0.211904762,0,0.6,0.285714286,0.4,0.5,0,0,0,0.4,0,-0.071428571,0.8,0.069444444,0,0,0,0,0,,,,,
YBSQQcqSrWw,0.143636364,0.042361111,0.09,-0.075,0.293269231,0.116666667,0.5,-0.266666667,0.104478022,-0.7,0.051428571,0,0,0.5,0.168181818,0.195416667,0,0.2,0.010520833,0.16,0,0,0,0,0.7,0.333333333,-0.166666667,0,0.5,0,0,-0.3,0,0.5,0,0.271428571,0.4,-0.354761905,0.077272727,0,0,0,-0.03125,0.158333333,0.6,0.16,-0.7,0.25,0,0,0.8,0,0,0.425,-0.295833333,0,0.183333333,-0.25,0.65,-0.041468254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iGAT6i1qE8g,0.255606061,0.052083333,0.8,0.333333333,0.203125,1,-0.045833333,0.8,0.625,0.08125,0.9,0.4,0.611111111,0.5,0,0.318181818,0.0225,0.8,0.1,0.45,0.6,0.192857143,0.25,0.5,0.285714286,0,0,0,0.3,-0.125,0.288636364,0.5,0.05,0.136363636,0,0.8,0,0.25,0,0.0175,0,0.35,-0.125,-0.05,0.2,0.1,0,0,0,0,0,0,0,0.209090909,0,0.7,0,0,0.345454545,0.8,0.7,0.5,0,0.136363636,-0.266666667,0.6,-0.079166667,0.05,0.2,0,0.153571429,-0.2,0,0.4,0,0.136363636,0,0.4,-0.5,0.45,0,-0.281818182,-1,0,0,-0.125,0.034090909,0,0,,,,,,,,,,,
9T2znYDz9m8,0.375,0,0.2,-0.05,0,-0.2,0.5,-0.15,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfsA8QKK2ZU,0,-0.007291667,0.212121212,-0.072727273,0.2,0,0.8,0,0.5,0,0,0.8,1,0.5,0,0.5,0,0,-0.1,0.1,1,0.1,0,0,0.2,0.366666667,0.45,-0.5,0,0.1775,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VOM-e_lTiXI,0.253571429,0.45,0.5,0.083333333,0.3,0.8,0,-0.333333333,0,0.3,0,0,0.35,0,0,0.375,-0.208333333,0,0.362857143,0,0.383333333,0.068333333,0.163492063,0,0,0.016666667,0.9,0,0.136363636,0,0,0,0.329843074,0,0,0,0.18452381,0,0.466666667,0.183333333,0.383333333,0.008333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ci2HAl2asXM,0,0,0,0.508333333,0.171590909,0.7,0,0,1,0.8,0.13,0,0,0,0.127777778,-0.15,0.200330688,-0.125,0.066666667,0,0.2,-0.15,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iGTjD9HbHGw,0.2375,0,0.25,0.5,0.142857143,0.063920455,0,0.2,0.103333333,0.5,0.19375,0.225,0,0.242857143,0,0.342857143,0.314102564,-0.211111111,0,0.8,0,0,0.1,0,0,0.225,0,0.166666667,-0.3,0.25,0.21,-0.066666667,0,0,0.7,-0.1,0,0.058666667,0.166666667,0,0.35,0,-0.0625,0.5,0.25,0,0,0.154166667,0.4,0,0,0.285714286,0.068181818,0.4,0.166666667,-0.035714286,0,0.060714286,0.187272727,0,0.185119048,-0.007936508,0,-0.033333333,0,0,0,0.011111111,-0.2,0.136363636,0.025,0,-0.133333333,0.128612013,0,0,0.8,0.033333333,0,0,0,0.33,0,0,0,,,,,,,,,,,,,,,
aiorLvj4tXA,0.8,0.8,0.108333333,-0.142857143,0.35,0.441666667,0.416666667,-0.365625,0,1,0.156666667,0.345454545,0.165454545,-0.108333333,0,0.25,0.266666667,0,0.412121212,0,-0.037878788,0.35,0,-0.051530612,0.168055556,0.346428571,0.186309524,0.144318182,-0.05625,0.1,0.217063492,0.1,0,0,0,-0.3125,-0.216666667,0,-0.00297619,-0.291666667,-0.041666667,0.103333333,0,0,-0.8,0.8,0.55,-0.65,0,0,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uVxQ9UQoLlQ,0.3,0.311111111,0.131168831,0.354545455,0.34,0.5,0.1,0.4,0.107272727,0.375,0.275,0.142857143,0.6,0.233333333,0.3,0.4,0.317738095,0.075,0.5,0,0.5,0,0.347222222,0,0.216666667,0.433333333,-0.2,0.5,0.14,-0.0625,0.2,0,0,0,-0.05,0.225,0,0,0,0.318855219,0.5,0.5,0,0.5,0.058333333,0.5,0,0,0.224761905,0.2,0.17,0.8,-0.05,0.136363636,0,0.083333333,0.416666667,0.2,0.3,0,0.322727273,-0.083333333,0.4,0.5,0,0.128636364,0.7,0.65,0.5,-0.044444444,0,-0.18,0.25,0.275,0,0.5,-0.071428571,0,-0.05,0,0.333333333,0,0.133333333,0.2,0.8,0,0.5,0.5,0.4,0,0.210416667,0.25,-0.1,0.13,0.055555556,0.098787879,0.1,,,
CcyCKKeLWCQ,0.333333333,0.0875,0.4,0.5,-0.15,0.333333333,1,0.8,1,0.8,0,0,0.166666667,0,0.8,0,0,0.32,0.8,0,0.353333333,0.5,-0.5,0.458333333,-0.03,1,0,0.271428571,0,0,0.244444444,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhOgXqEkjZI,0.477272727,0.2,0.1,0.109090909,0.100606061,0,-0.008333333,0.285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hzf1aL3U_AE,-0.1,0.211447811,0.514285714,0.105555556,0.475,0.566666667,0.0625,0.35,0.321428571,0.3,0,0.228571429,-0.183333333,0.35,0.25,0.15,0.329761905,0.725,0.15,0.095454545,0,0.277777778,0.2,0.233333333,0,0.3,0,0.4,0.375,0,0.185714286,-0.4,0.2,0.2,0,0,0.6,0.2,0.56,1,0.339615385,0.0375,0.366666667,0,-0.103174603,-0.077777778,0,0.5875,0.151770833,0,0.104166667,0.314015152,0.230952381,0.416666667,-0.0125,0.145833333,0.366666667,0.125,0,0,0.8,0.2,0,1,-0.1875,0.0625,-0.133333333,0,0,0,0.4,1,0,0.278522727,0.125,0.161904762,0,0.325,0.6,0.333333333,0.2,-0.0625,0.3,0,0,0,0.302777778,-0.5,-0.1,0,0,0.8,0.85,-0.15,0,0.220833333,0,0.1875,0,0.359693878
FUQaEaoWlSo,0.5,0.103896104,0.096428571,0.5,0.25,0.6,0.2625,0.4,0,0,0.271428571,0.4,0,0,-0.0417134,0.1,0.4,0,-0.25,0.8,0.7,0.8,0.75,0.44,0.8,0,0,-0.075,0.216666667,0.075,-0.038690476,0,-0.000446429,0.542857143,0,0,0,0,0.4,-0.5,0,0.025,0,0.285714286,0.5,0.575,0.2,-0.083333333,0,1,0.433333333,0.4,0.180654762,-0.083333333,-0.35,0.433333333,-0.955,0.2,0.136363636,-0.078125,0,0,0,0.5,-0.057142857,0.1,0.088888889,0.3,0.266666667,0.280555556,0.136363636,-0.15,0.177777778,0.4,-0.015909091,0.7,0.041666667,0.233333333,-0.625,0,0.025,0.275,0.7,,,,,,,,,,,,,,,,,
BUN5xrOqFWU,0.1,0.207002801,0,0.375,0.089285714,0.178571429,0,0.333333333,1,0.8,0.136363636,0.168181818,0.361217949,0.8,0.5,0,0,0,0.078787879,0,0,0.566666667,0.41875,0.28030303,0.4,0.2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sJwIQW4rbUM,0.2,0.156190476,0.166666667,0.218409091,0.083333333,0.125,0,0.278664193,0.5,0,0.318181818,0.5,0.2,0.25,0.1375,-0.3875,0.001666667,0,0.026785714,0.000487013,0,0,-0.145833333,0.0325,0,0.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBNlTlObF1w,0.143055556,0,-0.18125,0.268181818,-0.05,0.1,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yFQ-yCBFZqQ,0.7,1,0.575,0,0.75,0.6,0.240454545,-0.7,0.5,0.566666667,0.291666667,0.25,0.6,0.65,0,0.8,0,0.4,0.8,0.366666667,0.5,0.6,0.5,0.6,0.350284091,-0.35,0,0.4,-0.10625,0.2,0.25,0,0.35,0.034100622,0,0.425,0.15,0.8,0.258333333,0.5,0.55,-0.246875,0.7,0.8,0,0.136363636,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p5rUFfovdsw,-0.011011905,0.32,0.8,0,-0.025,0.6,0,0.245454545,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fnfCgeIb4uI,0.210714286,0,0.052083333,0.5,0.4,0.25,0.5,0,0.4,0.25,0.236111111,0,0,0,-0.5,0,0.073015873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dLOsvVaxwHo,-0.122222222,-0.010606061,0.088028638,0.6,0.6,0.5,0.2,0,0.292424242,0.1,0.466666667,0.566666667,1,0.5,0,0.35,0.129166667,0,-0.291666667,0.42,0,0,-0.3,0,0.083333333,0,0.5,0.171428571,0,0.150562771,0,0.285714286,0.25,0.433333333,0.1,0.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9_QUx3BUAHk,0.6,0.866666667,0.75,0.5,0.5,0.8,0.411111111,0.175,0.433333333,0.19375,0.1,0.053566434,0.35,0.733333333,0,0.477777778,0.134090909,0.65,0.355555556,1,0,0.25,-0.1,0.2725,0,0.316666667,0.074772727,-0.05,0.1,0,0,0,0.8,0.8,0.43,0,0,0.433333333,0,0.125,0.136363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EM9CQ97nXgo,0.7,0.078571429,0.2,0.125,0,-0.25,0,0.325,0.053333333,0.35,0.144444444,0,0.1,-0.125,0,0.8,0.25,-0.025,0.5,-0.075,0,0.466666667,0.285714286,0.214285714,0.533333333,-0.15,0.2,0.0525,-0.004166667,0.032,0,0.375,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-6e3AlQhL8,0.14212963,0.52,0.194791667,-0.022916667,0.3,0.252380952,0.176623377,-0.11,0.25,1,0.333333333,0.222222222,0.275,0.416666667,0.215909091,0.1,0.1,0.4,0.016666667,0.8,0.45,0,0.25,0.45,0.633333333,0,0.373846154,-0.1,0.233333333,0.9,0.43,0.1,0.355208333,0.211038961,0.109152514,0.182291667,0.6,0.7,0.3,-0.425,0.7,-0.013095238,0.253125,0.174259259,0.35,0.0125,0.065454545,0.8,0.214285714,0,0.284371184,0.254166667,0.5,0.75,0.8,-0.3,0.65,0,0.5,0.4,0.231481481,0.35,-0.233333333,0,0.1,0.199553571,0.009090909,0.292857143,0.216147186,0.2,0.1,0.3,0,0,0.525,-0.3,0.275,0,0,0.26,0.144588745,0.05,0,0,0,0.35,0.8,0,0.175,0,0.6,0,0,0,0,0.332424242,0.283333333,0.129005027,,
YmTzIx002Ps,0.5,0.375,0.214814815,0.5,0,0.113333333,0.183333333,0,0,0.023837829,0.6,0.8,1,0.5,0,0.214285714,0.5,0.392857143,0.05,0.8,-0.566666667,-0.066666667,0.05,0.5,0.8,0.8,-0.133333333,0.8,0.478125,0.111688312,0,-0.05,0.083333333,0,0.4,0,-0.25,0.1,0.1,0,0.167857143,-0.25,-0.061111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
g6Hgdizw7B8,0.3,0.2,0.258333333,0.213333333,0.46875,0.106836735,-0.083333333,0.064583333,0.125,0.333333333,0.725,-0.8,0.35,0.7,0.375,0.25,0,0,0.65,0.75,0.254166667,0.7,0.184090909,-0.066666667,0.0296875,0.081666667,0.141098485,0.113943329,1,0.5,0.491666667,0.8,0.1,0.466666667,0.028571429,0,0.5,0.6,0.8,0,0.266666667,0.75,0.8,0.323232323,0.6,0.2,0.7,1,0.825,0.65,0,0.575,0.8,0.65,0,0,0.25,0.5,0.5,0.5,0.8,0.318181818,0,0.5,0.725,0,0.2625,0.9,0.0175,0.345454545,0.25,0.4,0.255102041,1,0.05,0.142857143,0.2125,0,0,-0.125,0.454761905,0,0,0,0,0,-0.145833333,0,0,0.225,0.6,0,0,0.8,0.268181818,0.195238095,0,-0.05,0,0.333333333
Ge8ocGEJWVI,0.35,-0.15,0.19375,0.16,0.214285714,-0.071428571,0,-0.172619048,0.074772727,0.205952381,0,0.7,0,-0.0375,-0.1,0.7,0.8,0.055555556,0.05,0.6,0.104166667,0.091666667,0.110714286,0.175,0,-0.22,0.16452381,0.295833333,0.075,0.35,0,0,0,0.074090909,0.125,-0.238095238,-0.172727273,-0.2,0.243181818,0.7,0,0,0.19375,0.6,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
